Rank,Genre
20620,Visual Novel
20621,Misc
20622,Fighting
20623,Action
20624,Adventure
20625,Adventure
20626,Racing
20627,Adventure
20628,Action
20629,Strategy
20630,Adventure
20631,Simulation
20632,Simulation
20633,Fighting
20634,Action
20635,Adventure
20636,Shooter
20637,Misc
20638,Visual Novel
20639,Strategy
20640,Racing
20641,Platform
20642,Misc
20643,Adventure
20644,Misc
20645,Misc
20646,Adventure
20647,Simulation
20648,Racing
20649,Action
20650,Racing
20651,Simulation
20652,Adventure
20653,Racing
20654,Action
20655,Music
20656,Racing
20657,Visual Novel
20658,Strategy
20659,Strategy
20660,Simulation
20661,Adventure
20662,Adventure
20663,Misc
20664,Sports
20665,Sports
20666,Sports
20667,Visual Novel
20668,Adventure
20669,Racing
20670,Simulation
20671,Misc
20672,Racing
20673,Action
20674,Adventure
20675,Adventure
20676,Simulation
20677,Misc
20678,Adventure
20679,Adventure
20680,Racing
20681,Adventure
20682,Action-Adventure
20683,Platform
20684,Strategy
20685,Strategy
20686,Sports
20687,Action
20688,MMO
20689,Puzzle
20690,Misc
20691,Sports
20692,Adventure
20693,Action
20694,Role-Playing
20695,Fighting
20696,Fighting
20697,Puzzle
20698,Adventure
20699,Strategy
20700,Action
20701,Racing
20702,Strategy
20703,Misc
20704,Shooter
20705,Sports
20706,Racing
20707,Strategy
20708,Role-Playing
20709,Fighting
20710,Strategy
20711,Adventure
20712,Visual Novel
20713,Adventure
20714,Adventure
20715,Role-Playing
20716,Platform
20717,Shooter
20718,Misc
20719,Misc
20720,Misc
20721,Music
20722,Strategy
20723,Role-Playing
20724,Role-Playing
20725,Strategy
20726,Adventure
20727,Adventure
20728,Misc
20729,Adventure
20730,Sports
20731,Action
20732,Misc
20733,Racing
20734,Sports
20735,Adventure
20736,Strategy
20737,Visual Novel
20738,Adventure
20739,Adventure
20740,Platform
20741,Misc
20742,Shooter
20743,Racing
20744,Visual Novel
20745,Action
20746,Adventure
20747,Adventure
20748,Sports
20749,Misc
20750,Shooter
20751,Simulation
20752,Puzzle
20753,Role-Playing
20754,Racing
20755,Role-Playing
20756,Misc
20757,Role-Playing
20758,Adventure
20759,Adventure
20760,Action
20761,Misc
20762,Misc
20763,Adventure
20764,Sports
20765,Simulation
20766,Puzzle
20767,Adventure
20768,Role-Playing
20769,Fighting
20770,Sports
20771,Visual Novel
20772,Action
20773,Simulation
20774,Racing
20775,Visual Novel
20776,Racing
20777,Racing
20778,Role-Playing
20779,Misc
20780,Action
20781,Strategy
20782,Action
20783,Role-Playing
20784,Misc
20785,Simulation
20786,Shooter
20787,Misc
20788,Racing
20789,Action
20790,Fighting
20791,Adventure
20792,Adventure
20793,Misc
20794,Sports
20795,Role-Playing
20796,Action
20797,Puzzle
20798,Strategy
20799,Racing
20800,Role-Playing
20801,Puzzle
20802,Sports
20803,Simulation
20804,Adventure
20805,Adventure
20806,Racing
20807,Adventure
20808,Action-Adventure
20809,Misc
20810,Action
20811,Adventure
20812,Racing
20813,Strategy
20814,Role-Playing
20815,Adventure
20816,Adventure
20817,Sports
20818,Adventure
20819,Racing
20820,Adventure
20821,Action-Adventure
20822,Role-Playing
20823,Misc
20824,Action
20825,Misc
20826,Action-Adventure
20827,Action
20828,Adventure
20829,Role-Playing
20830,Misc
20831,Adventure
20832,Shooter
20833,Action
20834,Racing
20835,Misc
20836,Role-Playing
20837,Platform
20838,Action
20839,Misc
20840,Action
20841,Misc
20842,Shooter
20843,Adventure
20844,Misc
20845,Sports
20846,Sports
20847,Action-Adventure
20848,Simulation
20849,Action
20850,Sports
20851,Adventure
20852,Racing
20853,Adventure
20854,Strategy
20855,Sports
20856,Shooter
20857,Simulation
20858,Adventure
20859,Visual Novel
20860,Adventure
20861,Fighting
20862,Adventure
20863,Adventure
20864,Adventure
20865,Misc
20866,Strategy
20867,Shooter
20868,Misc
20869,Role-Playing
20870,Shooter
20871,Simulation
20872,Sports
20873,Puzzle
20874,Misc
20875,Racing
20876,Simulation
20877,Adventure
20878,Action
20879,Strategy
20880,Racing
20881,Adventure
20882,Adventure
20883,Platform
20884,Simulation
20885,Strategy
20886,Action
20887,Adventure
20888,Puzzle
20889,Action
20890,Role-Playing
20891,Adventure
20892,Misc
20893,Adventure
20894,Fighting
20895,Platform
20896,Simulation
20897,Misc
20898,Action
20899,Misc
20900,Adventure
20901,Shooter
20902,Adventure
20903,Misc
20904,Adventure
20905,Visual Novel
20906,Strategy
20907,Simulation
20908,Board Game
20909,Strategy
20910,Puzzle
20911,Adventure
20912,Action
20913,Action
20914,Sports
20915,Misc
20916,Fighting
20917,Simulation
20918,Misc
20919,Misc
20920,Fighting
20921,Action-Adventure
20922,Misc
20923,Adventure
20924,Misc
20925,Racing
20926,Action
20927,Shooter
20928,Action-Adventure
20929,Fighting
20930,Platform
20931,Simulation
20932,Fighting
20933,Strategy
20934,Adventure
20935,Visual Novel
20936,Platform
20937,Misc
20938,Sports
20939,Visual Novel
20940,Misc
20941,Shooter
20942,Adventure
20943,Misc
20944,Racing
20945,Adventure
20946,Strategy
20947,Misc
20948,Puzzle
20949,Role-Playing
20950,Adventure
20951,Platform
20952,Misc
20953,Action
20954,Role-Playing
20955,Action
20956,Sports
20957,Racing
20958,Adventure
20959,Shooter
20960,Simulation
20961,Adventure
20962,Adventure
20963,Misc
20964,Action
20965,Adventure
20966,Sports
20967,Puzzle
20968,Shooter
20969,Platform
20970,Role-Playing
20971,Action
20972,Adventure
20973,Action-Adventure
20974,Adventure
20975,Fighting
20976,Adventure
20977,Shooter
20978,Platform
20979,MMO
20980,Strategy
20981,Role-Playing
20982,Shooter
20983,Misc
20984,Strategy
20985,Role-Playing
20986,Role-Playing
20987,Strategy
20988,Simulation
20989,Racing
20990,Fighting
20991,Action
20992,Sports
20993,Simulation
20994,Adventure
20995,Action
20996,Misc
20997,Platform
20998,Misc
20999,Platform
21000,Role-Playing
