Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
53044,WarMen Tactics,WW,Calaris,Calaris,,,,,,,,,,15th Feb 10,,Strategy
53045,Warning: Code de la Route,Wii,Atari,Aruman Interactive,,,,,,,,,,27th Jun 08,,Misc
53046,Warp,PC,Unknown,Trapdoor Inc.,,,,,,,,,,01st Jan 70,,Action
53047,Warp,PSN,Electronic Arts,Trapdoor Inc.,,,,,,,,,,,,Action
53048,WarpRead the review,XBL,Unknown,Trapdoor Inc.,7.0,,,,,,,,,,,Action
53049,Warpath,PC,Groove Games,Digital Extremes,,,,,,,,,,18th Jul 06,,Shooter
53050,Warplock,2600,Data Age,Data Age,,,,,,,,,,01st Jan 82,,Action
53051,Warpman,NES,Namco,Namco,,,,,,,,,,12th Jul 85,,Action
53052,WarpSpeed,SNES,Accolade,Accolade,,,,,,,,,,01st Dec 92,,Shooter
53053,WarpSpeed,GEN,Accolade,Accolade,,,,,,,,,,01st Jan 93,,Shooter
53054,Warr,XBL,Unknown,Abico,,,,,,,,,,,,Strategy
53055,Warrior Chess,And,Unknown,Unknown,,,,,,,,,,10th Jan 14,,Strategy
53056,Warrior of Rome,GEN,Micronet,Micronet,,,,,,,,,,01st May 91,,Strategy
53057,Warrior of Rome II,GEN,Micronet,Micronet,,,,,,,,,,01st Jan 92,,Strategy
53058,Warriors of Might and Magic,GB,3DO,Climax Group,,,,,,,,,,22nd Dec 00,,Adventure
53059,Warriors of the Lost Empire,PSN,UFO Interactive,Goshow,,,,,,,,,,03rd Aug 10,,Role-Playing
53060,Warriors Orochi,PSN,KOEI,Omega Force,,,,,,,,,,19th Aug 09,,Action
53061,Warriors Orochi 2,PSN,KOEI,Omega Force,,,,,,,,,,30th Sep 09,,Action
53062,Wars & Warriors: Joan of Arc,PC,Enlight,Enlight Software,,,,,,,,,,07th Feb 04,,Action
53063,Warsong,GEN,Treco,NCS,,,,,,,,,,25th Apr 91,,Strategy
53064,Warsong,VC,NCS,NCS,,,,,,,,,,27th Nov 07,,Strategy
53065,Wasteland,PC,Electronic Arts,"Interplay Productions, Inc.",,,,,,,,,,01st Jan 88,,Role-Playing
53066,Wasteland 2,Linux,inXile Entertainment,Unknown,,,,,,,,,,31st Dec 20,,Misc
53067,Wasteland 2,OSX,inXile Entertainment,Unknown,,,,,,,,,,31st Dec 20,,Misc
53068,Wasteland Angel,PC,Meridian4,Meridian4,,,,,,,,,,01st Sep 11,,Shooter
53069,Watashi no Kitchen,GB,Kirat,Kirat,,,,,,,,,,21st Dec 01,,Simulation
53070,Watashi no MakeSalon,GBA,Ludic,Ludic,,,,,,,,,,06th Dec 02,,Simulation
53071,Watashi no Restaurant,GB,Kirat,Kirat,,,,,,,,,,26th Apr 02,,Simulation
53072,Watchmen: The End is Nigh,PC,Warner Bros. Interactive,Deadline Games,,,,,,,,,,04th Mar 09,,Action
53073,Watchmen: The End is Nigh,XBL,Warner Bros. Interactive,Deadline Games,,,,,,,,,,04th Mar 09,,Action
53074,Watchmen: The End Is Nigh Part 2,PSN,Warner Bros. Interactive,Deadline Games,,,,,,,,,,30th Jul 09,,Action
53075,Watchmen: The End Is Nigh Part 2,XBL,Warner Bros. Interactive,Deadline Games,,,,,,,,,,26th Aug 09,,Action
53076,Watchmen: The End Is Nigh Part 2,PC,Warner Bros. Interactive,Deadline Games,,,,,,,,,,29th Jul 09,,Action
53077,Water Closet: The Forbidden Chamber,PC,Peach Princess,Will,,,,,,,,,,01st Jul 01,,Adventure
53078,Water Ski,7800,Unknown,Froggo,,,,,,,,,,01st Jan 88,,Sports
53079,Water Warfare,WW,Hudson Entertainment,Hudson Entertainment,,7.2,7.9,,,,,,,29th Jun 09,,Shooter
53080,Waterworld,VB,Ocean,Ocean,,,,,,,,,,21st Dec 95,,Shooter
53081,Waterworld,SNES,Ocean,Ocean,,,,,,,,,,01st Jan 95,,Action
53082,Wattam,PS4,Annapurna Interactive,Funomena,,,,,,,,,,31st Dec 20,,Action
53083,Waurau Salesman,SCD,Sega,Sega,,,,,,,,,,17th Sep 93,,Adventure
53084,Wave Race,GB,Nintendo,Pax Softonica,,,,,,,,,,01st Jul 92,,Racing
53085,Wave Race 64,VC,Nintendo,Nintendo EAD,,,,,,,,,,06th Aug 07,,Racing
53086,Wave Race 64,iQue,Unknown,Nintendo EAD,,,,,,,,,,,,Racing
53087,Wave Rally,XB,Unknown,Opus Studio,,,,,,,,,,,,Racing
53088,Waxworks,PC,Accolade,Horrorsoft,,,,,,,,,,01st Jan 92,,Role-Playing
53089,Way In Dusk,DS,Unknown,Elephant Games,,,,,,,,,,,,Platform
53090,Way of the Samurai 3,PC,Ghostlight,Acquire,,,,,,,,,,23rd Mar 16,,Action
53091,Way of the Samurai 4,PC,Ghostlight,Acquire,,,,,,,,,,01st Apr 15,,Action
53092,Way of the Samurai Online,X360,Unknown,Acquire,,,,,,,,,,,,Action
53093,Way of the Warrior,3DO,Universal Interactive,Naughty Dog,,,,,,,,,,01st Jan 95,,Fighting
53094,Wayne Gretzky Hockey,NES,THQ,Bethesda Softworks,,,,,,,,,,01st Jan 91,,Sports
53095,Wayne's World,GB,THQ,Radical Entertainment,,,,,,,,,,01st Nov 93,,Platform
53096,Wayne's World,SNES,THQ,Gray Matter,,,,,,,,,,01st Apr 93,,Platform
53097,Wayne's World,NES,THQ,Radical Entertainment,,,,,,,,,,01st Nov 93,,Platform
53098,Wayne's World,GEN,THQ,Gray Matter,,,,,,,,,,18th Feb 93,,Platform
53099,Wayne's World,PC,Capstone Software,Capstone Software,,,,,,,,,,01st Jan 93,,Adventure
53100,Wayward Manor,PC,"Moonshark, Inc.","Moonshark, Inc.",,,,,,,,,,15th Jul 14,11th Aug 18,Adventure
53101,Wayward Manor,OSX,"Moonshark, Inc.","Moonshark, Inc.",,,,,,,,,,15th Jul 14,11th Aug 18,Adventure
53102,WCW Mayhem,GB,Electronic Arts,2n Productions,,,,,,,,,,01st Apr 00,,Fighting
53103,WCW Nitro,PC,THQ,Inland Productions,,,,,,,,,,01st Jan 98,,Fighting
53104,WCW vs The World,PS,THQ,Aki Corp.,,,,,,,,,,28th Feb 97,,Fighting
53105,WCW World Wrestling Championship,NES,FCI,Nichibutsu,,,,,,,,,,01st Apr 90,,Fighting
53106,WCW/nWo Thunder,PS,THQ,Inland Productions,,,,,,,,,,31st Dec 98,,Fighting
53107,WCW: The Main Event,GB,FCI,"FCI, Inc.",,,,,,,,,,01st Feb 94,,Fighting
53108,We Dare: Flirty Fun for All,PS3,Ubisoft,Ubisoft Milan,,,,,,,,,,11th Feb 11,,Misc
53109,We Love JUGGLER,PSP,Kita Denshi,Kita Denshi,,,,,,,,,,18th Mar 10,,Adventure
53110,We Sing (2016),XOne,THQ Nordic,THQ Nordic,,,,,,,,,,31st Dec 16,07th Sep 18,Music
53111,We're Back - A Dinosaurs Tale,GG,Hi Tech Expressions,Hi Tech Expressions,,,,,,,,,,01st Jan 93,,Action
53112,We're Back! A Dinosaur's Story,GB,Hi Tech Expressions,Beam Software,,,,,,,,,,01st Oct 93,,Platform
53113,We're Back! A Dinosaur's Story,SNES,Hi Tech Expressions,Visual Concepts,,,,,,,,,,01st Nov 93,,Platform
53114,Weakness Hero Torauman,DC,Fortyfive,Fortyfive,,,,,,,,,,28th Feb 02,,Action
53115,Weapon of Choice,XBL,Microsoft,Mommy's Best Games,,,,,,,,,,12th Dec 08,01st Oct 18,Action
53116,Weapon Shop de Omasse,3DS,Level 5,Level 5,,5.6,,,,,,,,20th Feb 14,12th Apr 18,Role-Playing
53117,WeaponLord,GEN,Namco,Visual Concepts,,,,,,,,,,01st Jan 95,,Fighting
53118,WeaponLord,SNES,Namco,Visual Concepts,,,,,,,,,,01st Sep 95,,Fighting
53119,Web Mystery: Yochi Yume o Kenru Neko,DC,Mebius,Mebius,,,,,,,,,,22nd Apr 99,,Adventure
53120,WeChat Speed,And,Tencent Technology(Shenzhen) Company Limited,Unknown,,,,,,,,,,26th Mar 14,,Misc
53121,Wedding Dash,PC,PlayFirst,PlayFirst,,,,,,,,,,17th Oct 07,,Simulation
53122,Wedding Dash 2: Rings Around the World,PC,PlayFirst,PlayFirst,,,,,,,,,,01st Sep 08,,Simulation
53123,Wedding Peach,SNES,KSS,KSS,,,,,,,,,,29th Sep 95,,Simulation
53124,Wedding Peach: Doki Doki Oiro-naoshi Fashion Dai-sakusen,PS,KSS,KSS,,,,,,,,,,27th Sep 96,,Simulation
53125,Wedding Peach: Jamapii Panic,GB,KSS,Atelier Double,,,,,,,,,,08th Dec 95,,Puzzle
53126,Weird Park: Broken Tune,PC,Unknown,"Alawar Entertainment, Inc.",,,,,,,,,,26th Oct 11,03rd May 19,Puzzle
53127,Weird Worlds: Return to Infinite Space,PC,Shrapnel Games,Digital Eel,,,,,,,,,,04th Nov 05,,Strategy
53128,Welcome to Mexico,XBL,Microsoft,Angelo Pelini,,,,,,,,,,28th Feb 09,,Platform
53129,Weltorv Estleia,PS,Hudson Soft,Hudson Soft,,,,,,,,,,25th Feb 99,,Role-Playing
53130,Wendy: Every Witch Way,GB,TDK Mediactive,WayForward Technologies,,,,,,,,,,28th Aug 01,,Platform
53131,Werewolf Hallow,XBL,Microsoft,cgIRIS,,,,,,,,,,29th Nov 10,,Shooter
53132,Werewolf: The Last Warrior,NES,Data East,Takara,,,,,,,,,,01st Jan 90,,Platform
53133,Werewolves vs Vampires,PS4,10tons Ltd,Unknown,,,,,,,,,,08th Apr 14,,Misc
53134,Werewolves vs Vampires,PSV,10tons Ltd,Unknown,,,,,,,,,,04th Feb 14,,Misc
53135,Werewolves vs Vampires,And,10tons Ltd,Unknown,,,,,,,,,,27th Sep 12,,Misc
53136,West,XBL,Microsoft,WizardBertius,,,,,,,,,,30th Nov 10,,Role-Playing
53137,Western Outlaw: Wanted Dead or Alive,PC,Groove Games,Jarhead Games,,,,,,,,,,28th Sep 03,,Shooter
53138,Western Story,And,Unknown,Unknown,,,,,,,,,,,,Misc
53139,Westward IV: All Aboard,PC,Unknown,Sandlot Games,,,,,,,,,,,,Strategy
53140,Wet 2,PS3,Unknown,Behaviour Interactive Inc.,,,,,,,,,,,,Shooter
53141,Wet 2,X360,Unknown,Behaviour Interactive Inc.,,,,,,,,,,,,Shooter
53142,Wet Attack: The Empire Cums Back,PC,CDV Software Entertainment,Interactive Strip,,,,,,,,,,01st Jan 99,,Simulation
53143,Wetrix,GB,Infogrames,Zed Two Limited,,,,,,,,,,29th Sep 00,,Puzzle
53144,Wetrix,PC,Ocean,Zed Two Limited,,,,,,,,,,01st Jan 98,,Puzzle
53145,Wetrix+,DC,Xicat Interactive,Zed Two Limited,,,,,,,,,,01st Jan 00,,Puzzle
53146,Whack Em in a Hole,XBL,Microsoft,Thomas Woo,,,,,,,,,,10th Jun 09,,Action
53147,Whack-A-Friend,DSiW,Agetec,Agetec,,,,,,,,,,09th May 11,,Misc
53148,"What Did I Do to Deserve This, My Lord!?",PSN,NIS America,Ride On,,,,,,,,,,16th Jul 09,,Role-Playing
53149,What Makes You Tick: A Stitch in Time,PC,Unknown,Lassie Games,,,,,,,,,,09th Sep 10,,Adventure
53150,What Remains of Edith Finch,PS4,Unknown,Giant Sparrow,,8.9,,,,,,,,25th Apr 17,02nd Mar 19,Adventure
53151,What Rhymes With Martians?,And,Unknown,Unknown,,,,,,,,,,09th Apr 14,,Misc
53152,What The?!,XBL,Microsoft,Social Loner Studios,,,,,,,,,,18th May 09,,Puzzle
53153,What'S It Worth?,PC,Unknown,A&E Games,,,,,,,,,,,,Misc
53154,What's My IQ?,And,Orangenose Studios,Unknown,,,,,,,,,,15th Aug 12,,Misc
53155,What's Shenmue,DC,Sega,Sega-AM2,,,,,,,,,,05th Aug 99,,Adventure
53156,What's the Word?,And,Red-Spell,Unknown,,,,,,,,,,07th Nov 12,,Misc
53157,Wheel of Fortune,GB,GameTek,Data Design Interactive,,,,,,,,,,01st Sep 90,,Misc
53158,Wheel of Fortune,SCD,Sony Imagesoft,Imagineering Inc.,,,,,,,,,,01st Jan 94,,Misc
53159,Wheel of Fortune,NES,GameTek,Rare Ltd.,,,,,,,,,,01st Jan 87,,Misc
53160,Wheel of Fortune,PSN,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,,19th Mar 09,,Misc
53161,Wheel of Fortune,GEN,GameTek,"Imagitec Design, Inc.",,,,,,,,,,01st Jan 92,,Misc
53162,Wheel of Fortune,SNES,GameTek,"Imagitec Design, Inc.",,,,,,,,,,01st Sep 92,,Misc
53163,Wheel of Fortune,PC,Hasbro Interactive,Artech Studios,,,,,,,,,,30th Sep 98,,Misc
53164,Wheel of Fortune & Jeopardy! Bundle,PC,Encore,Sony Pictures Digital Network,,,,,,,,,,01st Sep 09,,Misc
53165,Wheel of Fortune 2003,PC,Infogrames,Artech Studios,,,,,,,,,,28th Oct 02,,Misc
53166,Wheel of Fortune Deluxe,PC,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,,20th Jun 07,,Misc
53167,Wheel of Fortune Super Deluxe,PC,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,,23rd May 08,,Misc
53168,Wheel of Fortune: 2nd Edition,PC,Infogrames,Artech Studios,,,,,,,,,,19th Sep 00,,Misc
53169,Wheel of Fortune: Deluxe Edition,SNES,GameTek,"Imagitec Design, Inc.",,,,,,,,,,01st Apr 94,,Misc
53170,Wheel of Fortune: Family Edition,NES,GameTek,Rare Ltd.,,,,,,,,,,01st Mar 90,,Misc
53171,Wheel of Fortune: Featuring Vanna White,GG,GameTek,"Imagitec Design, Inc.",,,,,,,,,,01st Jan 92,,Misc
53172,Wheel of Fortune: Featuring Vanna White,NES,GameTek,"Imagitec Design, Inc.",,,,,,,,,,01st Jan 92,,Misc
53173,Wheel of Fortune: Junior Edition,NES,GameTek,Rare Ltd.,,,,,,,,,,01st Oct 89,,Misc
53174,When Maidens Attack,XBL,Microsoft,Creaturesoft,,,,,,,,,,22nd Jun 11,,Role-Playing
53175,Where in the World is Carmen Sandiego?,MS,Parker Bros.,Parker Bros.,,,,,,,,,,01st Jan 89,,Adventure
53176,Where in the World is Carmen Sandiego?,GEN,Electronic Arts,EA Canada,,,,,,,,,,01st Jan 92,,Adventure
53177,Where in the World is Carmen Sandiego?,SNES,Hi Tech Expressions,EA Canada,,,,,,,,,,01st Jun 93,,Adventure
53178,Where in the World is Carmen Sandiego?,PCE,Pack-In-Video,Office Koukan,,,,,,,,,,30th Mar 90,,Adventure
53179,Where in the World is Carmen Sandiego? Deluxe Edition,PC,Broderbund,"Brøderbund Software, Inc.",,,,,,,,,,31st Dec 90,,Puzzle
53180,Where in the World is Carmen Sandiego? Mystery at the End of the World,DS,Mindscape,Strass Productions,,,,,,,,,,18th Feb 09,,Adventure
53181,Where is my Heart?Read the review,PSN,Unknown,Copenhagen Game Collective,7.5,7.5,,,,,,,,22nd Nov 11,,Puzzle
53182,Where time stood still,PC,Unknown,Denton Designs,,,,,,,,,,,,Action
53183,Where's My Water? 2,And,Disney Interactive Studios,Unknown,,,,,,,,,,12th Sep 13,,Misc
53184,Where's My Water? 2,WinP,Oddworld Inhabitans,Unknown,,,,,,,,,,12th Sep 13,,Misc
53185,Where's Waldo?,NES,THQ,Bethesda Softworks,,,,,,,,,,01st Sep 91,,Puzzle
53186,Where's Waldo? The Fantastic Journey,PC,Ubisoft,Classic Media Distribution Limited,,,,,,,,,,22nd Sep 09,,Adventure
53187,Where's Waldo? The Fantastic Journey Travel Pack 1,WW,Ludia,Classic Media Distribution Limited,,,,,,,,,,25th Mar 11,,Adventure
53188,Where's Waldo? The Fantastic Journey Travel Pack 1,DSiW,Ludia,Classic Media Distribution Limited,,,,,,,,,,27th Aug 10,,Adventure
53189,Where's Waldo? The Fantastic Journey Travel Pack 2,DSiW,Ludia,Classic Media Distribution Limited,,,,,,,,,,03rd Sep 10,,Adventure
53190,Where's Waldo? The Fantastic Journey Travel Pack 2,WW,Ludia,Classic Media Distribution Limited,,,,,,,,,,15th Apr 11,,Adventure
53191,Where's Waldo? The Fantastic Journey Travel Pack 3,DSiW,Ludia,Classic Media Distribution Limited,,,,,,,,,,10th Sep 10,,Adventure
53192,Where's Waldo? The Fantastic Journey Travel Pack 3,WW,Ludia,Classic Media Distribution Limited,,,,,,,,,,06th May 11,,Adventure
53193,Wheres My Mickey?,And,Oddworld Inhabitans,Unknown,,,,,,,,,,20th Jun 13,,Misc
53194,Wheres My Mickey?,WinP,Oddworld Inhabitans,Unknown,,,,,,,,,,20th Jun 13,,Misc
53195,Wheres My Perry?,And,Oddworld Inhabitans,Unknown,,,,,,,,,,18th Jul 12,,Misc
53196,Wheres My Perry?,WinP,Oddworld Inhabitans,Unknown,,,,,,,,,,19th Dec 13,,Misc
53197,Wheres My Water?,And,Oddworld Inhabitans,Unknown,,,,,,,,,,23rd Nov 11,,Misc
53198,Wheres My Water?,WinP,Oddworld Inhabitans,Unknown,,,,,,,,,,23rd Nov 11,,Misc
53199,Wheres My Water? Featuring XYY,WinP,Disney Interactive Studios,Disney Interactive Studios,,,,,,,,,,17th Apr 14,,Puzzle
53200,Wheres My Water? Featuring XYY,And,Disney Interactive Studios,Disney Interactive Studios,,,,,,,,,,17th Apr 14,,Puzzle
53201,Wheres My Water? Featuring XYY,PC,Disney Interactive Studios,Disney Interactive Studios,,,,,,,,,,17th Apr 14,,Puzzle
53202,Whip Rush,GEN,Renovation,Vic Tokai,,,,,,,,,,01st Jan 90,,Shooter
53203,WhipCrack,XBL,Microsoft,Scottp,,,,,,,,,,05th Oct 09,,Action
53204,Whiplash,PC,Interplay,Gremlin Interactive,,,,,,,,,,31st Jan 96,,Racing
53205,Whirlo,SNES,Namco,Namco,,,,,,,,,,01st Jan 92,,Action
53206,Whispering Willows,Linux,Unknown,Unknown,,,,,,,,,,17th Jun 14,,Misc
53207,Whispering Willows,OSX,Unknown,Unknown,,,,,,,,,,17th Jun 14,,Misc
53208,Whispering Willows,PC,Unknown,Unknown,,,,,,,,,,17th Jun 14,,Misc
53209,Whispering Willows,Ouya,Unknown,Unknown,,,,,,,,,,27th May 14,,Misc
53210,Whistle!,GBA,Konami,Konami,,,,,,,,,,27th Feb 03,,Sports
53211,Whistle: Fuki Nukeru Kaze,PS,Konami,Konami,,,,,,,,,,30th Jan 03,,Sports
53212,White Album,PC,Leaf,Leaf,,,,,,,,,,01st May 98,,Adventure
53213,White Breath,PC,F&C,F&C,,,,,,,,,,23rd Jul 04,,Adventure
53214,White Breath: Kizuna,PS2,KID,KID Corporation,,,,,,,,,,22nd Nov 06,,Adventure
53215,White Breath: Perfect Edition,PSP,GN Software,GN Software,,,,,,,,,,02nd Sep 10,,Adventure
53216,White Breath: Perfect Edition+,PC,F&C,F&C,,,,,,,,,,28th Apr 11,,Adventure
53217,White Day: A Labyrinth Named School (2017),PC,PQube,ROIGAMES Inc.,,,,,,,,,,22nd Aug 17,08th Feb 18,Action
53218,White Gold: War in Paradise,PC,Play Ten Interactive,Deep Shadows,,,,,,,,,,24th Oct 08,,Shooter
53219,White Haven Mysteries,PC,Big Fish Games,Unknown,,,,,,,,,,08th Jan 12,,Misc
53220,White Haven Mysteries,OSX,Big Fish Games,Unknown,,,,,,,,,,08th Jan 12,,Misc
53221,White Heaven,PC,Unknown,JEWEL MASTER,,,,,,,,,,12th Aug 11,,Adventure
53222,White Knight Chronicles: Origins,PSN,Sony Computer Entertainment,SCE Japan Studio,,,,,,,,,,08th Jun 11,17th Sep 18,Role-Playing
53223,White Men Can't Jump,AJ,Atari,High Voltage Software,,,,,,,,,,01st Jul 95,,Sports
53224,White Night,OSX,Rebellion Developments / Saffire,Rebellion Developments / Saffire,,,,,,,,,,01st Jan 15,,Adventure
53225,White Night,PC,Rebellion Developments / Saffire,Rebellion Developments / Saffire,,,,,,,,,,01st Jan 15,,Adventure
53226,White Princess the Second,PS2,KID,KID Corporation,,,,,,,,,,25th Aug 05,,Adventure
53227,White-Water Domo,DSiW,Nintendo,Suzak,,,,,,,,,,19th Oct 09,,Racing
53228,Whiteout,PC,Konami,Vicarious Visions,,,,,,,,,,14th Dec 02,,Racing
53229,Whitetail Deer Hunter,PCFX,Unknown,Unknown,,,,,,,,,,,,Misc
53230,Who Did I Date Last Night?,XBL,Microsoft,North West,,,,,,,,,,30th Jul 09,,Action
53231,Who Framed Roger Rabbit,NES,LJN,Rare Ltd.,,,,,,,,,,01st Sep 89,,Action
53232,Who Framed Roger Rabbit,GB,Capcom,Capcom,,,,,,,,,,01st Nov 91,,Action
53233,Who is God,XBL,Microsoft,Magiko Gaming,,,,,,,,,,02nd Aug 11,,Platform
53234,Who Lives Here? - Animal Tails,And,Penguin Australia,Unknown,,,,,,,,,,17th Sep 13,,Misc
53235,Who Shot Johnny Rock?,3DO,American Laser Games,"American Laser Games, Inc.",,,,,,,,,,01st Jan 95,,Shooter
53236,Who Shot Johnny Rock?,SCD,American Laser Games,"American Laser Games, Inc.",,,,,,,,,,01st Jan 94,,Shooter
53237,Who Shot Johnny Rock?,PC,American Laser Games,"American Laser Games, Inc.",,,,,,,,,,01st Jan 91,,Shooter
53238,Who Wants to be a Millionaire,GBA,Eidos Interactive,Zoo Digital Publishing,,,,,,,,,,18th Oct 02,,Misc
53239,Who Wants to be a Millionaire,DC,Eidos Interactive,Hothouse Creations,,,,,,,,,,29th Sep 00,,Misc
53240,Who Wants to be a Millionaire: 2nd Edition,PS,Sony Computer Entertainment,Jellyvision,,,,,,,,,,23rd Jun 00,,Misc
53241,Who Wants to Be a Millionaire: Junior,GBA,Zoo Digital Publishing,Hothouse Creations,,,,,,,,,,30th Sep 05,,Misc
53242,Who Wants to Be a Millionaire?,PSP,Eidos Interactive,Unknown,,,,,,,,,,01st Dec 06,,Action
53243,Who Wants to Be a Millionaire? 2nd Edition,GB,THQ,Valleycrest Productions,,,,,,,,,,25th Sep 00,,Puzzle
53244,Who Wants to be a Millionaire? 2nd Edition,GBA,Zoo Digital Publishing,Celador,,,,,,,,,,15th Oct 04,,Misc
53245,Who Wants to Beat Up a Millionaire,DC,Berkeley,Berkeley,,,,,,,,,,01st Jan 00,,Action
53246,Who's That Flying?!Read the review,PSN,Mediatonic,Mediatonic Ltd.,7.8,7.7,,,,,,,,16th Nov 10,,Shooter
53247,Who's That Flying?!,PC,Kalypso Media,Mediatonic Ltd.,,7.5,,,,,,,,31st Jan 11,,Shooter
53248,Whomp 'Em,NES,Jaleco,Jaleco Entertainment,,,,,,,,,,01st Mar 91,,Platform
53249,Whore of the Orient,PS4,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,,31st Dec 20,,Misc
53250,Whore of the Orient,XOne,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,,31st Dec 20,,Misc
53251,Whore of the Orient,PC,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,,31st Dec 20,,Misc
